Why should a segmental pressure exam be performed with the patient supine?<br><br><b>A:</b> To increase the pressure in the venous system and reduce the pressures in the arterial system<br><b>B:</b> To provide the most comfortable position for the patient during the lengthy exam<br><b>C:</b> To eliminate the influence of hydrostatic pressure on the brachial pressures<br><b>D:</b> To eliminate the influence of hydrostatic pressure on the ankle pressures	<b>Answer:</b> D. To eliminate the influence of hydrostatic pressure on the ankle pressures<br><br><b>Feedback:</b><br>Hydrostatic pressure can cause an overestimation of pressures in the ankles. Segmental pressure evaluations should be<br>performed with the patient supine.
The following pressures were obtained in a patient with left claudication. What are the ABI values for both legs? Right: PTA 128mmHg, DPA, 124mmHg, Calf 130mmHg, Thigh 140mmHg, Brachial 130mmHg Left: PTA 98mmHg, DPA 122mmHg, Calf 126mmHg, Thigh 138mmHg, Brachial 126mmHg<br><br><b>A:</b> RT 0.95, LT 0.75<br><b>B:</b> RT 1.01, LT 0.96<br><b>C:</b> RT 0.98, LT 0.77<br><b>D:</b> RT 0.98, LT 0.94	<b>Answer:</b> D. RT 0.98, LT 0.94<br><br><b>Feedback:</b><br>Right 128mmHg/130mmHg = 0.98, Left 122mmHg/130mmHg = 0.94<br>You should not have complicated math problems on the registry exam. The most important part of any calculation is to know<br>how to set up the calculation. The highest calf artery pressure is divided by the highest brachial pressure to calculate the ABI.
The pre and post exercise pressure information displayed from the right leg demonstrates which of the following?<br><br><b>A:</b> Single level stenosis<br><b>B:</b> Multiple level stenosis<br><b>C:</b> Raynaud&#x27;s Syndrome<br><b>D:</b> Normal study	<b>Answer:</b> A. Single level stenosis<br><br><b>Feedback:</b><br>Single Level Obstruction-pressures return to normal 2-6 minutes post exercise<br>Multi Level Obstruction-pressures return to normal 6-12 minutes post exercise
Which of the following describes the expected change in the PVR tracing on an immediate post procedure evaluation of a patient after successful revascularization of the common femoral artery?<br><br><b>A:</b> increased amplitude by &gt;100%<br><b>B:</b> loss of the dicrotic notch<br><b>C:</b> increased amplitude by &gt;50%<br><b>D:</b> decreased amplitude by &gt;50%	<b>Answer:</b> C. increased amplitude by &gt;50%<br><br><b>Feedback:</b><br>Normal PVR tracings from an extremity should be high amplitude with a dicrotic notch. If the revascularization was a success,<br>the amplitude of the waveform should have increased at least 50% compared to the amplitude on the pre-op exam.
A diabetic patient presents for a segmental pressure exam. The patient complains of an injury to his big toe that won&#x27;t seem to heal and has been open for over 3 weeks. The digital pressure in the affected toe will most likely be _________.<br><br><b>A:</b> 30-60mmHg<br><b>B:</b> 60-90mmHg<br><b>C:</b> &lt;30mmHg<br><b>D:</b> &gt;200mmHg	<b>Answer:</b> C. &lt;30mmHg<br><br><b>Feedback:</b><br>Toe pressures &lt;30mmHg correlate with a non-healing wound.
Which of the following correctly describes cuff placement for a segmental pressure exam?<br><br><b>A:</b> Once the patient is supine, ask him/her to raise their foot about 6 inches above the table to you can properly wrap the cuff around the leg<br><b>B:</b> The proximal edge of the cuff should always cover a bony structure like the malleolus or tibial tubercle<br><b>C:</b> The width of the cuff should be at least 20% narrower than the girth of the limb segment<br><b>D:</b> Cuffs should be placed straight around the limb, rather than angled to the curve of the limb	<b>Answer:</b> D. Cuffs should be placed straight around the limb, rather than angled to the curve of the limb<br><br><b>Feedback:</b><br>The bladder of the cuff must be placed over the artery being evaluated and only compress soft tissue, not bony structures. The<br>below-knee or upper calf cuff should be placed just distal to the tibial tubercle or pressure readings will be falsely elevated. The<br>lower calf cuff should be placed with the distal edge 2-3cm above the medial malleolus. The width of the cuff should be at least<br>20% wider than the girth of the limb segment. The patient should rest the leg during cuff placement. Raising the leg causes<br>muscle contraction and when released, the cuff will be too loose. Cuffs should be placed straight around the limb, rather than<br>angled to the curve of the limb.
A patient complains of left arm numbness and pain that increases in severity when it is cold outside. An upper extremity arterial duplex exam demonstrates a&gt;50% stenosis in the distal subclavian artery. The PPG exam demonstrates additional decrease in digital flow with cold exposure. What explains these findings?<br><br><b>A:</b> Thoracic Outlet Syndrome<br><b>B:</b> Primary Raynaud Syndrome<br><b>C:</b> Buerger Disease<br><b>D:</b> Secondary Raynaud Phenomenon	<b>Answer:</b> D. Secondary Raynaud Phenomenon<br><br><b>Feedback:</b><br>Changes in flow patterns in the hand due to the application of external stimuli (cold) are a characteristic sign of Raynaud<br>Disease. Secondary Raynaud Phenomenon refers to these changes that occur in conjunction with a diseased arterial system in<br>the upper extremity. Primary Raynaud Syndrome refers to these changes that occur in conjunction with a non-diseased arterial<br>system in the upper extremity.
When performing a PVR exam of the lower extremity arteries, how are the waveforms obtained?<br><br><b>A:</b> Starting at the ankle on the right leg, proceed up through the right thigh before repeating the process with the left leg<br><b>B:</b> Starting at the right thigh cuff and moving toward the right ankle cuff, then repeating the process with the left leg<br><b>C:</b> Starting at both thighs and moving down through the cuffs on both legs simultaneously<br><b>D:</b> Starting at both ankles and moving up through the cuffs on both legs simultaneously	<b>Answer:</b> C. Starting at both thighs and moving down through the cuffs on both legs simultaneously<br><br><b>Feedback:</b><br>A segmental pressure exam is performed on one leg at a time, while a PVR exam is performed on both legs simultaneously.<br>Segmental pressures are taken at the ankle first and then move up the leg. PVR exams are performed from the thighs down to<br>the ankle.
If the blood pressure in the ankle is obtained with the patient&#x27;s legs in the dependent position:<br><br><b>A:</b> the pressure will be underestimated<br><b>B:</b> it will be the same as if the patient is evaluated in the supine position<br><b>C:</b> the pressure will be falsely elevated<br><b>D:</b> the ankle will demonstrate the same response as if an exercise exam was just performed	<b>Answer:</b> C. the pressure will be falsely elevated<br><br><b>Feedback:</b><br>If the blood pressure in the ankle is obtained with the patient&#x27;s legs in the dependent position, the pressure will be falsely<br>elevated due to the effects of hydrostatic pressure. Extremity arterial exams should be performed with the patient supine to<br>eliminate the effects of hydrostatic pressure.
"An asymptomatic patient demonstrates a normal left ABI, but the left tibial arteries demonstrate a monophasic waveform with sharp upstroke and rapid deceleration. What is the most likely cause for this finding?<br><br><b>A:</b> Scale settings set too high to detect low velocity flow reversal.<br><b>B:</b> Filter settings set too low to detect diastolic flow reversal.<br><b>C:</b> The patient should be evaluated for popliteal entrapment.<br><b>D:</b> Raynaud syndrome<br><br><img src=""q10.jpg"" alt=""Question 10 image"">"	<b>Answer:</b> A. Scale settings set too high to detect low velocity flow reversal.<br><br><b>Feedback:</b><br>The rapid acceleration and deceleration indicate a high resistance waveform that would be normal in the tibial arteries. The<br>diastolic flow reversal component can be very small due to low velocity and a short duration of the flow. Decreased scale and<br>filter settings will aid in visualization of this component of the waveform.
