According to the attached color map, what color will laminar flow be demonstrated that is moving at 40cm/s away from the probe?<br><br><b>A:</b> blue<br><b>B:</b> red<br><b>C:</b> green<br><b>D:</b> yellow	<b>Answer:</b> A. blue<br><br><b>Feedback:</b><br>The color on the bottom of the color bar indicates flow moving away from the transducer. The variance map allows for<br>evaluation of turbulent flow. If a green color appears, the flow is moving away from the probe and is turbulent. Flow velocities<br>greater than 0.45 m/s will alias causing display of yellow (turbulent) or red.
"The profunda artery:<br><br><b>A:</b> supplies blood to the prostate and pelvic organs in a male patient<br><b>B:</b> courses posterior and medial to the femoral artery<br><b>C:</b> courses posterior and lateral to the femoral artery<br><b>D:</b> demonstrates low resistance flow compared to the femoral artery<br><br><img src=""q2.png"" alt=""Question 2 image"">"	<b>Answer:</b> C. courses posterior and lateral to the femoral artery<br><br><b>Feedback:</b><br>The profunda artery courses posterior and lateral to the femoral artery.
"The Doppler tracing most likely came from which normal lower extremity artery?<br><br><b>A:</b> Dorsalis pedis<br><b>B:</b> Popliteal<br><b>C:</b> Peroneal<br><b>D:</b> none of the above<br><br><img src=""q3.png"" alt=""Question 3 image"">"	<b>Answer:</b> D. none of the above<br><br><b>Feedback:</b><br>The image demonstrates a low resistance, monophasic waveform which is most consistent with &quot;organ flow&quot;. Flow in the legs<br>normally demonstrates a high resistance, triphasic waveform.
"The external iliac artery:<br><br><b>A:</b> begins at the level of the inguinal ligament<br><b>B:</b> courses medially through adductor hiatus<br><b>C:</b> courses along the medial side of the psoas muscle<br><b>D:</b> supplies the pelvic organs<br><br><img src=""q4.png"" alt=""Question 4 image"">"	<b>Answer:</b> C. courses along the medial side of the psoas muscle<br><br><b>Feedback:</b><br>The external iliac artery travels laterally to the inguinal ligament and becomes the common femoral artery as it crosses under<br>the ligament. It also courses along the medial side of the psoas muscle to supply the lower extremities with blood
"The posterior tibial artery courses along:<br><br><b>A:</b> the medial aspect of the thigh.<br><b>B:</b> the medial aspect of the calf.<br><b>C:</b> the lateral aspect of the calf.<br><b>D:</b> the posterior aspect of the knee<br><br><img src=""q5.jpg"" alt=""Question 5 image"">"	<b>Answer:</b> B. the medial aspect of the calf.<br><br><b>Feedback:</b><br>The posterior tibial artery courses along the medial aspect of the calf.
"Vasoconstriction will cause ________________ , while vasodilation will cause ______________.<br><br><b>A:</b> increased heart rate, increased blood pressure<br><b>B:</b> increased flow volume, decreased flow volume<br><b>C:</b> increased resistance to flow, decreased resistance to flow<br><b>D:</b> increased flow rate, decreased flow rate<br><br><img src=""q6.jpg"" alt=""Question 6 image"">"	<b>Answer:</b> C. increased resistance to flow, decreased resistance to flow<br><br><b>Feedback:</b><br>Vasoconstriction in the arterioles will cause increased resistance to flow in the feeding vessels, while vasodilation will cause<br>reduced resistance.
Which of the following arteries is not commonly evaluated in an arterial assessment of the lower extremity?<br><br><b>A:</b> internal iliac artery<br><b>B:</b> superficial femoral artery<br><b>C:</b> common femoral artery<br><b>D:</b> anterior tibial artery	<b>Answer:</b> A. internal iliac artery<br><br><b>Feedback:</b><br>The internal iliac artery supplies the pelvic organs and is much smaller in caliber than the external iliac artery that supplies the<br>leg.
Exercise causes ________________ which leads to _________________ in the lower extremities.<br><br><b>A:</b> vasodilation, increased resistance<br><b>B:</b> vasoconstriction, increased resistance<br><b>C:</b> vasodilation, decreased resistance<br><b>D:</b> vasoconstriction, decreased resistance	<b>Answer:</b> C. vasodilation, decreased resistance<br><br><b>Feedback:</b><br>Vasodilation occurs and resistance to flow drops to encourage more flow volume distally, as the muscles require more oxygen<br>with exercise. The resistance to flow decreases and pressure increases with exercise to increase the flow volume to the<br>functioning muscles. If enough blood does not reach the muscles, symptoms like claudication can occur.
Which of the following arteries does not usually have a pair of veins of the same name?<br><br><b>A:</b> gastrocnemius artery<br><b>B:</b> peroneal artery<br><b>C:</b> ulnar artery<br><b>D:</b> femoral artery	<b>Answer:</b> D. femoral artery<br><br><b>Feedback:</b><br>Femoral veins can be duplicated but this not a common finding and is considered a variant. The forearm and calf arteries have<br>paired veins of the same name.
"What blood vessels are located at letter A?<br><br><b>A:</b> 1 PTA and 2 PTV<br><b>B:</b> 1 ATA and 2 ATV<br><b>C:</b> 2 PTA and 1 PTV<br><b>D:</b> 2 ATA and 1 ATV<br><br><img src=""q10.jpg"" alt=""Question 10 image"">"	<b>Answer:</b> B. 1 ATA and 2 ATV<br><br><b>Feedback:</b><br>
Which of the following describes the recommended protocol for an accurate evaluation of the lower extremity arteries?<br><br><b>A:</b> Flex the foot and rotate the ankle when performing Doppler evaluation of the distal posterior tibial and dorsalis pedis arteries<br><b>B:</b> Place the patient in the Trendelenburg position<br><b>C:</b> Patients with hip pain can be placed in an oblique or prone position to obtain the Doppler samples from the popliteal artery<br><b>D:</b> Rotate the leg internally and bend the knee slightly	<b>Answer:</b> C. Patients with hip pain can be placed in an oblique or prone position to obtain the Doppler samples from the popliteal artery<br><br><b>Feedback:</b><br>Patients should be placed in the supine position for a routine examination. Rotate the leg externally and bend the knee slightly<br>for Doppler evaluation. The foot and ankle should always be in the neutral position when performing a Doppler evaluation of<br>the distal PTA and DPA. Patients with hip pain can be placed in an oblique or prone position to obtain the Doppler samples from<br>the popliteal artery
"Which arteries supply the forearm and hand with blood?<br><br><b>A:</b> 2 Radial and 2 Ulnar Arteries<br><b>B:</b> 1 Radial Artery and 1 Ulnar Artery<br><b>C:</b> 1 Cephalic Artery and 1 Basilic Artery<br><b>D:</b> 2 Radial and 1 Ulnar arteries<br><br><img src=""q12.jpg"" alt=""Question 12 image"">"	<b>Answer:</b> B. 1 Radial Artery and 1 Ulnar Artery<br><br><b>Feedback:</b><br>
